#AUTOGENERATED	DONT EDIT
H060x00	Acute bacterial bronchitis unspecified
A521.00	Varicella pneumonitis
H23..00	Pneumonia due to other specified organisms
H357.00	pneumonitis
A3BXB00	Klebsiella pneumoniae/cause/disease classifd/oth chapters
H24y200	Pneumonia with pneumocystis carinii
A789300	HIV disease resulting in Pneumocystis carinii pneumonia
H530.00	Abscess of lung
H060C00	Acute bronchitis due to parainfluenza virus
H06..00	Acute bronchitis and bronchiolitis
H243.00	Pneumonia with whooping cough
SP13200	Post operative chest infection
H221.00	Pneumonia due to pseudomonas
A3BXA00	Mycoplasma pneumoniae [PPLO] cause/dis classifd/oth chaptr
H201.00	Pneumonia due to respiratory syncytial virus
H510A00	Staphylococcal pleurisy
H510z00	Pleurisy without effusion or active tuberculosis NOS
H511.00	Bacterial pleurisy with effusion
H060A00	Acute bronchitis due to mycoplasma pneumoniae
A551.00	Postmeasles pneumonia
A310.00	Pulmonary mycobacterial infection
H510900	Pneumococcal pleurisy
H20y.00	Viral pneumonia NEC
H530000	Single lung abscess
H23z.00	Pneumonia due to specified organism NOS
H246.00	Pneumonia with aspergillosis
H50z.00	Empyema NOS
H262.00	Postoperative pneumonia
H500100	Empyema with bronchopleural fistula
H53z.00	Abscess of lung and mediastinum NOS
A054.00	Amoebic lung abscess
H530300	Abscess of lung with pneumonia
A124600	Tuberculous pleurisy, conf bacteriologically/histologically
H270z00	Influenza with pneumonia NOS
H202.00	Pneumonia due to parainfluenza virus
H510500	Basal pleurisy
H530100	Multiple lung abscess
A120000	Tuberculosis of pleura
H222.00	Pneumonia due to haemophilus influenzae
H501300	Lung empyema NOS
H263.00	Pneumonitis, unspecified
A11z.00	Pulmonary tuberculosis NOS
A120100	Tuberculous empyema
H510400	Diaphragmatic pleurisy
H240.00	Pneumonia with measles
A125100	Tuberculosis lung bact and histological examin not done
H06z.00	Acute bronchitis or bronchiolitis NOS
H061100	Acute obliterating bronchiolitis
H241.00	Pneumonia with cytomegalic inclusion disease
H511000	Pneumococcal pleurisy with effusion
H060700	Acute streptococcal bronchitis
H22yz00	Pneumonia due to bacteria NOS
H501200	Pleural empyema
H511z00	Bacterial pleurisy with effusion NOS
A785000	Cytomegaloviral pneumonitis
H22y100	Pneumonia due to proteus
A101.00	Tuberculous pleurisy in primary progressive tuberculosis
H501500	Pyopneumothorax
A205.00	Pneumonic plague, unspecified
H510700	Fibrinous pleurisy
A125000	Tuberculosis of lung, bacteriologically & histology neg
A54x400	Herpes simplex pneumonia
A111.00	Nodular lung tuberculosis
H060D00	Acute bronchitis due to respiratory syncytial virus
H24y600	Pneumonia with typhoid fever
H501400	Purulent pleurisy
H060900	Acute neisseria catarrhalis bronchitis
H060000	Acute fibrinous bronchitis
A730.00	Ornithosis with pneumonia
H22y.00	Pneumonia due to other specified bacteria
A3By400	Pleuropneumonia-like organism (PPLO) infection
H247000	Pneumonia with candidiasis
H22yX00	Pneumonia due to other aerobic gram-negative bacteria
Hyu0800	[X]Other viral pneumonia
H501.00	Empyema with no fistula
A110.00	Infiltrative lung tuberculosis
Hyu0H00	[X]Other pneumonia, organism unspecified
Hyu0D00	[X]Pneumonia in viral diseases classified elsewhere
H247z00	Pneumonia with systemic mycosis NOS
H061000	Acute capillary bronchiolitis
Hyu6.00	[X]Suppurative & necrotic conditions of lower respir tract
H060v00	Subacute bronchitis unspecified
AD04.00	Toxoplasma pneumonitis
A120z00	Tuberculous pleurisy NOS
H51y000	Encysted pleurisy
H530200	Gangrenous pneumonia
A124300	Tuberculosis of lung, confirmed by unspecified means
A022200	Salmonella pneumonia
H500.00	Empyema with fistula
H501600	Pyothorax
H230.00	Pneumonia due to Eatons agent
H51z000	Exudative pleurisy NOS
H22y000	Pneumonia due to escherichia coli
H24y300	Pneumonia with Q-fever
H24y000	Pneumonia with actinomycosis
A124200	Tuberculosis of lung, confirmed histologically
H242.00	Pneumonia with ornithosis
H270100	Influenza with pneumonia, influenza virus identified
H510600	Chronic dry pleurisy
Hyu0A00	[X]Other bacterial pneumonia
H223000	Pneumonia due to streptococcus, group B
A12..00	Other respiratory tuberculosis
A391.00	Pulmonary actinomycosis
H060E00	Acute bronchitis due to rhinovirus
H060F00	Acute bronchitis due to echovirus
H061600	Acute bronchiolitis due to other specified organisms
H24z.00	Pneumonia with infectious diseases EC NOS
Hyu1.00	[X]Other acute lower respiratory infections
A117.00	Tuberculous pneumothorax
H500000	Empyema with bronchocutaneous fistula
H200.00	Pneumonia due to adenovirus
H24y100	Pneumonia with nocardiasis
H061300	Acute exudative bronchiolitis
H510B00	Streptococcal pleurisy
H24y.00	Pneumonia with other infectious diseases EC
H24yz00	Pneumonia with other infectious diseases EC NOS
A203.00	Primary pneumonic plague
H060200	Acute pseudomembranous bronchitis
H24y400	Pneumonia with salmonellosis
Hyu1000	[X]Acute bronchitis due to other specified organisms
H232.00	Pneumonia due to pleuropneumonia like organisms
H511100	Staphylococcal pleurisy with effusion
A124100	Tuberculosis of lung, confirmed by culture only
H060B00	Acute bronchitis due to coxsackievirus
4JUK.00	Mycoplasma pneumoniae detected
AyuKA00	[X]Klebsiella pneumoniae/cause/disease classifd/oth chapters
H2B..00	Community acquired pneumonia
H2C..00	Hospital acquired pneumonia
H061700	Acute bronchiolitis due to human metapneumovirus
H203.00	Pneumonia due to human metapneumovirus
A12y.00	Other specified respiratory tuberculosis
A12yz00	Other specified respiratory tuberculosis NOS
A3B2.00	Pneumococcal infection
A3By100	Eatons agent infection
A73x.00	Ornithosis with other specified complications
A73y.00	Ornithosis with unspecified complications
A73z.00	Unspecified Ornithosis
H044.00	Croup
H060100	Acute membranous bronchitis
H07..00	Chest cold
H245.00	Pneumonia with anthrax
H247.00	Pneumonia with other systemic mycoses
H30z.00	Bronchitis NOS
H312000	Chronic asthmatic bronchitis
H47y.00	Pneumonitis due to inhalation of other solid or liquid
H47yz00	Pneumonitis due to inhalation of solid or liquid NOS
H47z.00	Pneumonitis due to inhalation of solid or liquid NOS
H500400	Empyema with pleural fistula NOS
H500500	Empyema with thoracic fistula NOS
H500z00	Empyema with fistula NOS
H501z00	Empyema with no fistula NOS
H51z100	Serofibrinous pleurisy NOS
H51z200	Serous pleurisy NOS
Hyu0900	[X]Pneumonia due to other aerobic gram-negative bacteria
Hyu0B00	[X]Pneumonia due to other specified infectious organisms
Hyu0C00	[X]Pneumonia in bacterial diseases classified elsewhere
Hyu0E00	[X]Pneumonia in mycoses classified elsewhere
Hyu1100	[X]Acute bronchiolitis due to other specified organisms
Hyu4300	[X]Hypersensitivity pneumonitis due to other organic dusts
Hyu4700	[X]Pneumonitis due to inhalation of other solids and liquids
J552C00	Iliopsoas abscess
A3A6.00	Necrotising fasciitis
A3A0.00	Gas gangrene
N230.00	Infective myositis
A3A0500	Gas gangrene
A985100	Gonococcal synovitis or tenosynovitis
A3Ay000	Tropical pyomyositis
A957100	Syphilis of tendon
A957000	Syphilis of synovium
A3A0100	Gas gangrene caused by clostridium oedematiens
N230000	Infective myositis-neck
N230D00	Muscle abscess-shoulder
N230E00	Muscle abscess-arm
N230F00	Muscle abscess-forearm
J330200	Epigastric hernia with gangrene
A3A0F00	Gas gangrene-foot
N230A00	Muscle abscess
N230B00	Muscle abscess-neck
N230800	Infective myositis-leg
N230500	Infective myositis-hand
N230K00	Muscle abscess-leg
N230L00	Muscle abscess-foot
N230J00	Muscle abscess-thigh
N230H00	Muscle abscess-pelvis
A3A0600	Gas gangrene-neck
A3A0700	Gas gangrene-back
A3A0800	Gas gangrene-shoulder
A3A0900	Gas gangrene-arm
A3A0A00	Gas gangrene-forearm
A3A0B00	Gas gangrene-hand
A3A0C00	Gas gangrene-pelvis
A3A0D00	Gas gangrene-thigh
A3A0E00	Gas gangrene-leg
A3A0z00	Gas gangrene caused by organism NOS
F4G1200	Orbital myositis
H57y100	Lung disease with polymyositis
H5y4000	Diaphragmatitis
N003.00	Dermatomyositis
N003000	Juvenile dermatomyositis
N003100	Dermatopolymyositis in neoplastic disease
N003X00	Dermatopolymyositis, unspecified
N004.00	Polymyositis
N230100	Infective myositis-back
N230200	Infective myositis-shoulder
N230300	Infective myositis-arm
N230400	Infective myositis-forearm
N230600	Infective myositis-pelvis
N230700	Infective myositis-thigh
N230900	Infective myositis-foot
N230C00	Muscle abscess-back
N230G00	Muscle abscess-hand
N233200	Myositis in sarcoidosis
N23y000	Interstitial myositis
N241100	Myositis unspecified
Nyu4400	[X]Other dermatomyositis
Nyu4800	[X]Dermato(poly)myositis in neoplastic disease classified elsewhere
Nyu4E00	[X]Dermatopolymyositis, unspecified
Nyu8000	[X]Other myositis
Nyu8800	[X]Myositis in other infectious diseases classified elsewhere
Nyu8900	[X]Myositis in sarcoidosis classified elsewhere
7004000	Drainage of abscess of brain tissue
7005400	Excision of abscess of tissue of brain
7008100	Aspiration of abscess of brain tissue
7034100	Drainage of abscess of subdural space
A360.00	Meningococcal meningitis
A42z.00	Viral meningitis NOS
F02z.00	Unspecified meningitis
F011500	Meningitis due to lymphocytic choriomeningitis virus
F03z.00	Encephalitis NOS
F000.00	Haemophilus meningitis
F023.00	Arachnoiditis
F02..00	Meningitis of unspecified cause
F030500	Encephalitis due to mumps virus
A543.00	Herpetic meningoencephalitis
F002.00	Streptococcal meningitis
F001.00	Pneumococcal meningitis
F03..00	Encephalitis, myelitis and encephalomyelitis
A553.00	Measles complicated by meningitis
F00..00	Bacterial meningitis
F011.00	Meningitis due to viral organisms EC
F040400	Extradural intracranial abscess
F033000	Encephalitis due to meningococcus
F005.00	Meningitis - meningococcal
F011z00	Meningitis - viral NOS
A130.00	Tuberculous meningitis
F004.00	Meningitis - tuberculous
F040000	Cerebral intracranial abscess
A42..00	Meningitis due to enterovirus
F041.00	Intraspinal abscess
A36y000	Meningococcal optic neuritis
A550.00	Postmeasles encephalitis
A361.00	Meningococcal encephalitis
A365.00	Meningococcal meningitis with acute meningococcal septicaem
F04z.00	Intracranial or intraspinal abscess NOS
A560100	Rubella encephalomyelitis
A366.00	Meningococcal meningitis with meningococcal septicaemia
F040.00	Intracranial abscess
F01..00	Meningitis due to other organisms
F011400	Meningitis due to mumps virus
F04..00	Intracranial and intraspinal abscesses
A721.00	Mumps meningitis
F04z000	Epidural abscess
F040500	Subdural intracranial abscess
F034.00	Postimmunisation encephalitis
F034H00	Post hepatitis A vaccination encephalitis
A136100	Tuberculous myelitis
F010000	Meningitis due to cryptococcus
A722.00	Mumps encephalitis
A623.00	St. Louis encephalitis
A4z0.00	Lymphocytic choriomeningitis
A420.00	Coxsackie viral meningitis
F01z.00	Meningitis due to organism NOS
F033z00	Unspecified encephalitis due to other infection EC
F033.00	Encephalitis due to other infection EC
F030200	Encephalitis due to poliomyelitis
A520.00	Postvaricella encephalitis
F034B00	Post yellow fever vaccination encephalitis
Ayu8D00	[X]Viral meningitis, unspecified
F035100	Encephalitis following measles
A64..00	Viral encephalitis from other arthropods
F034J00	Post hepatitis B vaccination encephalitis
F034D00	Post polio vaccination encephalitis
F01y000	Meningitis due to leptospira
F03X.00	Bacterial meningoencephalitis+meningomyelitis,NEC
F011000	Meningitis due to coxsackie virus
F040100	Cerebellar intracranial abscess
A13..00	Tuberculosis of meninges and central nervous system
F030400	Encephalitis due to herpes simplex virus
F011y00	Other viral meningitis
F030z00	Encephalitis in viral disease NOS
F04X.00	Extradural and subdural abscess, unspecified
F00y200	Meningitis due to escherichia coli
F035000	Encephalitis following chickenpox
A620.00	Japanese encephalitis
F011700	Varicella meningitis
A130300	Tuberculous meningoencephalitis
F01yz00	Other non-bacterial meningitis NOS
F011100	Meningitis due to ECHO virus
A530.00	Herpes zoster with meningitis
A54x100	Herpes simplex meningitis
F011300	Meningitis due to herpes simplex virus
F040200	Otogenic intracranial abscess
A134.00	Tuberculoma of spinal cord
A135.00	Tuberculous abscess of spinal cord
F034200	Post paratyphoid vaccination encephalitis
A4zy400	Von Economos encephalitis
A130100	Tuberculosis of spinal meninges
A531400	Zoster encephalitis
F033400	Encephalitis due to toxoplasmosis
F020.00	Nonpyogenic meningitis
F034G00	Post influenza vaccination encephalitis
F013.00	Meningitis due to sarcoidosis
F022.00	Chronic meningitis
Ayu8C00	[X]Other viral meningitis
F003.00	Staphylococcal meningitis
F040300	Epidural intracranial abscess
A270300	Listerial cerebral arteritis
F041000	Epidural intraspinal abscess
F007100	Meningitis due to listeriosis
A421.00	ECHO viral meningitis
F030900	Encephalitis due to herpes zoster
AD00.00	Toxoplasma meningoencephalitis
F374300	Polyneuropathy in diphtheria
A132.00	Tuberculoma of brain
F031.00	Encephalitis due to rickettsia EC
A4y0.00	Enteroviral encephalitis
A412.00	Subacute sclerosing panencephalitis
F00y600	Meningitis due to pseudomonas
F03y.00	Other causes of encephalitis
F035200	Rasmussen syndrome
AA0y000	Leptospiral meningitis
A621.00	Western equine encephalitis
A130000	Tuberculosis of cerebral meninges
F040600	Tuberculous intracranial abscess
A4zy.00	Other specified non-arthropod-borne viral disease of the CNS
F007800	Meningitis due to pertussis
A022100	Salmonella meningitis
A133.00	Tuberculous abscess of brain
A131.00	Tuberculoma of meninges
F024.00	Benign recurrent meningitis
F011200	Meningitis due to herpes zoster virus
F030.00	Encephalitis in viral disease EC
A136.00	Tuberculous encephalitis or myelitis
A918000	Acute secondary syphilitic meningitis
F034000	Post BCG vaccination encephalitis
AB40100	Histoplasma capsulatum with meningitis
F041z00	Intraspinal abscess NOS
A942.00	Syphilitic meningitis
A206.00	Plague meningitis
A4zy100	Acute necrotising encephalitis
F010.00	Meningitis due to fungal organisms
A62..00	Mosquito-borne viral encephalitis
Fyu0400	[X]Meningitis due to other specified causes
Fyu0B00	[X]Intracranial+intraspinal abscess+granuloma in diseases CE
A63..00	Tick-borne viral encephalitis
F041100	Extradural intraspinal abscess
F00z.00	Bacterial meningitis NOS
AB2y200	Candidal meningitis
F01y.00	Other non-bacterial meningitis
A4zy500	Adenoviral encephalitis
F021.00	Eosinophilic meningitis
A055.00	Amoebic brain abscess
A624.00	Australian encephalitis
F034x00	Post mixed vaccination encephalitis
F034800	Post smallpox vaccination encephalitis
F035z00	Postinfectious encephalitis NOS
A42y.00	Other specified viral meningitis
A4zy200	Epidemic encephalitis
F00y100	Meningitis due to bacillus pyocyaneus
F007z00	Unspecified meningitis in bacterial disease EC
F034500	Post tetanus vaccination encephalitis
F212.00	Acute and subacute haemorrhagic leukoencephalitis [Hurst]
A622.00	Eastern equine encephalitis
F034C00	Post measles vaccination encephalitis
F030700	Encephalitis due to cytomegalovirus
A4z1.00	Adenoviral meningitis
F034700	Post pertussis vaccination encephalitis
F00y400	Meningitis due to klebsiella pneumoniae
A130z00	Tuberculous meningitis NOS
F030800	Encephalitis due to influenza-specific virus not identified
AB65200	Cryptococcal meningitis
AB32.00	Coccidioidal meningitis
F00y500	Meningitis due to proteus morganii
A63y000	Langat encephalitis
F030A00	Encephalitis due to influenza-virus identified
A136z00	Tuberculous encephalitis or myelitis NOS
F00yz00	Other specified bacterial meningitis NOS
F007300	Meningitis due to salmonella
F007600	Meningitis due to typhoid fever
AB62100	Phaeomycotic brain abscess
F012.00	Meningitis due to trypanosomiasis
F011600	Meningitis due to adenovirus
Ayu8B00	[X]Unspecified viral encephalitis
F040z00	Intracranial abscess NOS
F041200	Subdural intraspinal abscess
A630.00	Russian spring-summer (taiga) encephalitis
A4zy000	Acute inclusion body encephalitis
F034E00	Post mumps vaccination encephalitis
F037000	Varicella transverse myelitis
A136000	Tuberculous encephalitis
Fyu0500	[X]Bacterial meningoencephalitis+meningomyelitis,NEC
A625.00	California viral encephalitis
F034z00	Postimmunisation encephalitis NOS
F00y.00	Other specified bacterial meningitis
F007200	Meningitis due to neurosyphilis
F034A00	Post typhus vaccination encephalitis
F034100	Post typhoid vaccination encephalitis
A904200	Congenital syphilitic meningitis
A130200	Tuberculous leptomeningitis
A13y.00	Other specified tuberculosis of central nervous system
A13z.00	Tuberculosis of central nervous system NOS
A4...00	Poliomyelitis and other non-arthropod-borne viral diseases of central nervous system
A40..00	Acute poliomyelitis
A400.00	Acute paralytic bulbar poliomyelitis
A401.00	Acute paralytic non-bulbar poliomyelitis
A402.00	Acute non-paralytic poliomyelitis
A403.00	Acute paralytic poliomyelitis, unspecified
A403000	Acute paralytic poliomyelitis, vaccine-associated
A403100	Acute paralytic poliomyelitis, wild virus, imported
A403200	Acute paralytic poliomyelitis, wild virus, indigenous
A40z.00	Acute poliomyelitis NOS
A41..00	Slow viral central nervous system infection
A410.00	Kuru
A411.00	Jakob-Creutzfeldt disease
A411000	Sporadic Creutzfeldt-Jakob disease
A413.00	Progressive multifocal leucoencephalopathy
A41y.00	Other slow virus central nervous system infections
A41z.00	Slow virus central nervous system infection NOS
A4z..00	Other and unspecified non-arthropod-borne viral diseases of central nervous system
A4zy300	Encephalitis lethargica
A4zyz00	Other specified non-arthropod-borne viral diseases of the central nervous system NOS
A632.00	Central European encephalitis
A663700	Oropouche fever
A71..00	Rabies - hydrophobia
A840000	Plasmodium falciparum malaria with cerebral complications
A849100	Cerebral malaria
A871100	Lyme neuroborreliosis
A904.00	Juvenile neurosyphilis
A904000	Unspecified juvenile neurosyphilis
A904100	Congenital syphilitic encephalitis
A904z00	Juvenile neurosyphilis NOS
A94..00	Neurosyphilis
A941.00	General paresis - neurosyphilis
A943.00	Asymptomatic neurosyphilis
A94y.00	Other specified neurosyphilis
A94y000	Syphilitic encephalitis
A94y100	Syphilitic parkinsonism
A94y300	Syphilitic optic atrophy
A94y400	Syphilitic retrobulbar neuritis
A94yz00	Other specified neurosyphilis NOS
A94z.00	Neurosyphilis NOS
A98y100	Gonococcal meningitis
AB41100	Histoplasma duboisii with meningitis
AB4z100	Histoplasmosis with meningitis
AB65400	Cerebral cryptococcosis
AB67100	Rhinocerebral mucormycosis
AC31000	Cysticercosis of central nervous system
Ayu1500	[X]Tuberculosis of nervous system, unspecified
Ayu4700	[X]Neurosyphilis, unspecified
Ayu8.00	[X]Viral infections of the central nervous system
Ayu8000	[X]Acute paralytic poliomyelitis, other and unspecified
Ayu8100	[X]Acute poliomyelitis, unspecified
Ayu8200	[X]Other slow virus infections of central nervous system
Ayu8300	[X]Slow virus infection of central nervous system, unspecified
Ayu8400	[X]Rabies, unspecified
Ayu8700	[X]Other tick-borne viral encephalitis
Ayu8A00	[X]Other specified viral encephalitis
Ayu8E00	[X]Other specified viral infections of the central nervous system
Ayu8F00	[X]Unspecified viral infection of the central nervous system
E030100	Acute confusional state, of infective origin
E031100	Subacute confusional state, of infective origin
F007.00	Meningitis in other bacterial disease classified elsewhere
F007000	Meningitis due to gonococcus
F007400	Meningitis due to congenital syphilis
F007500	Meningitis due to secondary syphilis
F007700	Meningitis due to actinomycosis
F00y000	Meningitis due to aerobacter aerogenes
F00y300	Meningitis due to Friedlander bacillus
F010z00	Other fungal meningitis
F030000	Encephalitis due to kuru
F030100	Encephalitis due to subacute sclerosing panencephalitis
F030300	Encephalitis due to arthropod-borne virus
F032.00	Encephalitis due to protozoa EC
F032100	Encephalitis due to trypanosomiasis
F032z00	Encephalitis due to protozoa EC NOS
F033200	Encephalitis due to syphilis unspecified
F034y00	Post other specified vaccination encephalitis
F035.00	Postinfectious encephalitis
F037.00	Transverse myelitis
F038.00	Tropical spastic paraplegia
F041300	Tuberculous intraspinal abscess
F286.00	Chronic fatigue syndrome
F28y100	Cerebral fungus
Fyu0000	[X]Other bacterial meningitis
Fyu0100	[X]Meningitis in viral diseases classified elsewhere
Fyu0200	[X]Meningitis in mycoses classified elsewhere
Fyu0300	[X]Meningitis in other specified infectious and parasitic diseases classified elsewhere
Fyu0600	[X]Other encephalitis, myelitis and encephalomyelitis
Fyu0700	[X]Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere
Fyu0800	[X]Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere
Fyu0D00	[X]Extradural and subdural abscess, unspecified
H27y000	Influenza with encephalopathy
J552600	Retroperitoneal abscess
J200.00	Acute appendicitis with peritonitis
J55..00	Peritonitis
J201.00	Acute appendicitis with appendix abscess
J552100	Subphrenic abscess
J552.00	Other suppurative peritonitis
J552400	Peritoneal abscess
J552B00	Male pelvic abscess
J552z00	Other suppurative peritonitis NOS
K406000	Acute female pelvic peritonitis
J550300	Peritonitis - bacterial
J55z.00	Peritonitis NOS
J552800	Pericolic abscess
J553.00	Acute peritonitis
J55y500	Faecal peritonitis
K406100	Female pelvic peritonitis unspecified
A140.00	Tuberculous peritonitis
J55y300	Peritonitis due to bile
J550200	Peritonitis - tuberculous
J552200	Omental abscess
J55yz00	Other specified peritonitis NOS
K404500	Female chronic pelvic peritonitis
A98y500	Gonococcal peritonitis
J552900	Pericaecal abscess
J55y.00	Other specified peritonitis
J55y000	Chronic proliferative peritonitis
J551.00	Pneumococcal peritonitis
J550400	Chlamydial peritonitis
J552A00	Retrocaecal abscess
L090200	Pelvic peritonitis following abortive pregnancy
K408.00	Other chronic female pelvic peritonitis
J552300	Mesenteric abscess
A32y200	Diphtheritic peritonitis
J55y400	Peritonitis due to urine
K406z00	Acute and unspecified female pelvic peritonitis NOS
K406.00	Acute and unspecified female pelvic peritonitis
Q46y000	Neonatal peritonitis NOS
J552500	Subperitoneal abscess
J550000	Peritonitis - gonococcal
Jyu6000	[X]Other peritonitis
J203.00	Acute appendicitis with generalised peritonitis
J204.00	Acute appendicitis with localised peritonitis
J554.00	Spontaneous bacterial peritonitis
J558.00	Ventriculoperitoneal shunt-associated peritonitis
J557.00	Streptococcal peritonitis
A952.00	Syphilitic peritonitis
J550.00	Peritonitis in infectious diseases EC
J550100	Peritonitis - syphilitic
J550z00	Peritonitis in infectious diseases EC NOS
J555.00	Sclerosing peritonitis
J556.00	Staphylococcal peritonitis
J56y300	Peritoneal granuloma
K410300	Acute perimetritis
K410800	Subacute perimetritis
K411300	Chronic perimetritis
Kyu8700	[X]Female pelvic peritonitis, unspecified
Qyu7100	[X]Other neonatal peritonitis
SP06B00	Continuous ambulatory peritoneal dialysis associated peritonitis
SP27000	Aseptic peritonitis
SP27100	Chemical peritonitis
K318.00	Breast abscess
L452400	Obstetric nonpurulent mastitis with postnatal complication
L394500	Infection of obstetric surgical wound
Lyu6A00	[X]Infection of caesarean section wound following delivery
L420z00	Puerperal pyrexia NOS
L403.00	Puerperal septicaemia
L400.00	Puerperal endometritis
L40..00	Major puerperal infection
L40z.00	Major puerperal infection NOS
L451400	Obstetric breast abscess with postnatal complication
L452000	Obstetric nonpurulent mastitis unspecified
L45y.00	Other obstetric breast infections
L45z400	Obstetric breast infection NOS with postnatal complication
L451.00	Obstetric breast abscess
L450.00	Obstetric nipple infection
L452.00	Obstetric nonpurulent mastitis
L452100	Obstetric nonpurulent mastitis - delivered
L17..00	Infective/parasitic disease in preg/childbirth/puerperium
L400z00	Puerperal endometritis NOS
L45..00	Obstetric breast infections
L45zz00	Obstetric breast infection NOS
L400000	Puerperal endometritis unspecified
L452z00	Obstetric nonpurulent mastitis NOS
L45z.00	Obstetric breast infection NOS
L45z000	Obstetric breast infection NOS, unspecified
L401.00	Puerperal salpingitis
L401100	Puerperal salpingitis - delivered with postnatal complication
L401000	Puerperal salpingitis unspecified
Lyu6200	[X]Other specified puerperal infection
L451z00	Obstetric breast abscess NOS
L403100	Puerperal septicaemia - delivered with postnatal complication
L403200	Puerperal septicaemia with postnatal complication
L403z00	Puerperal septicaemia NOS
L402100	Puerperal peritonitis - delivered with postnatal complication
L402200	Puerperal peritonitis with postnatal complication
L402z00	Puerperal peritonitis NOS
L40zz00	Major puerperal infection NOS
L451100	Obstetric breast abscess - delivered
L452300	Obstetric nonpurulent mastitis with antenatal complication
L45z100	Obstetric breast infection NOS - delivered
L40z000	Major puerperal infection NOS, unspecified
L400200	Puerperal endometritis with postnatal complication
L45y000	Other obstetric breast infection unspecified
K310700	Retromammary breast abscess
L450z00	Obstetric nipple infection NOS
L452200	Obstetric nonpurulent mastitis - deliv with p/n complication
L400100	Puerperal endometritis - delivered with postnatal comp
L401z00	Puerperal salpingitis NOS
L451000	Obstetric breast abscess unspecified
L17y200	Other mat.infect/parasit dis in puerperium - baby delivered
L450000	Obstetric nipple infection unspecified
L450400	Obstetric nipple infection with postnatal complication
L450100	Obstetric nipple infection - delivered
L176.00	Other maternal viral dis. in pregnancy/childbirth/puerperium
L401200	Puerperal salpingitis with postnatal complication
L403000	Puerperal septicaemia unspecified
L402000	Puerperal peritonitis unspecified
L402.00	Puerperal peritonitis
L17y.00	Other maternal infective or parasitic disease during pregnancy, childbirth and the puerperium
L17y000	Other maternal infective or parasitic disease, unspecified whether during pregnancy or the puerperium
L17y100	Other maternal infective or parasitic disese during pregnancy - baby delivered
L17y300	Other maternal infective or parasitic disease during pregnancy - baby not yet delivered
L17y400	Other maternal infective or parasitic disease in the puerperium - baby delivered during previous episode of care
L17yz00	Other maternal infective or parasitic disease during pregnancy, childbirth or the puerperium NOS
L17z.00	Maternal infective or parasitic disease NOS in pregnancy, childbirth and the puerperium
L17z000	Maternal infective or parasitic disease NOS, unspecified whether during pregnancy or the puerperium
L17z100	Maternal infective or parasitic disease NOS, during pregnancy - baby delivered
L17z200	Maternal infective or parasitic disease NOS, in the puerperium - baby delivered during current episode of care
L17z300	Maternal infective or parasitic disease NOS, during pregnancy - baby not yet delivered
L17z400	Maternal infective or parasitic disease NOS, in the puerpium - baby delivered during previous episode of care
L17zz00	Maternal infective or parasitic disease NOS, during pregnancy, childbirth or the puerperium NOS
L40z100	Major puerperal infection NOS - delivered with postnatal complication
L40z200	Major puerperal infection NOS with postnatal complication
L42z.00	Puerperal pyrexia NOS
L45y100	Other obstetric breast infection - delivered
L45y200	Other obstetric breast infection - delivered with postnatal complication
L45y300	Other obstetric breast infection with antenatal complication
L45y400	Other obstetric breast infection with postnatal complication
L45yz00	Other obstetric breast infection NOS
L45z200	Obstetric breast infection NOS - delivered with postnatal complication
L45z300	Obstetric breast infection NOS with antenatal complication
K10y100	Pyelitis unspecified
K10..00	Infections of kidney
K10y000	Pyelonephritis unspecified
K101.00	Acute pyelonephritis
K100600	Calculous pyelonephritis
L166500	Infections of kidney in pregnancy
K102100	Perinephric abscess
K10z.00	Infection of kidney NOS
K100.00	Chronic pyelonephritis
K10y200	Pyonephrosis unspecified
K101200	Acute pyelitis
K102000	Renal abscess
K100200	Chronic pyelitis
K102.00	Renal and perinephric abscess
K100300	Chronic pyonephrosis
K100400	Nonobstructive reflux-associated chronic pyelonephritis
K104.00	Xanthogranulomatous pyelonephritis
K101z00	Acute pyelonephritis NOS
K101300	Acute pyonephrosis
K100z00	Chronic pyelonephritis NOS
K100500	Chronic obstructive pyelonephritis
K102200	Renal carbuncle
A160200	Tuberculous pyelonephritis
A160100	Tuberculous pyelitis
K10y.00	Pyelonephritis and pyonephrosis unspecified
K100100	Chronic pyelonephritis with medullary necrosis
K10yz00	Unspecified pyelonephritis NOS
K101000	Acute pyelonephritis without medullary necrosis
K10y400	Pyelitis in diseases EC
K102z00	Renal and perinephric abscess NOS
K10y300	Pyelonephritis in diseases EC
K190600	Urosepsis
K106.00	Candida pyelonephritis
K101400	Emphysematous pyelonephritis
A160.00	Tuberculosis of kidney
A160000	Tuberculous nephropathy
A160z00	Tuberculosis of kidney NOS
K08y700	Acute infective interstitial nephritis
K0A9.00	Cytomegalovirus-induced glomerulonephritis
K101100	Acute pyelonephritis with medullary necrosis
K101500	Emphysematous pyelitis
K105.00	Chronic infective interstitial nephritis
7423200	Incision of retropharyngeal abscess
7426100	Drainage of retropharyngeal abscess
7531100	Drainage of peritonsillar abscess
H03..00	Acute tonsillitis
H01..00	Acute sinusitis
F52z.00	Otitis media NOS
F540.00	Acute myringitis without otitis media
A341.00	Scarlet fever - scarlatina
A32..00	Diphtheria
A33..00	Whooping cough
